,Training Source,Home Office/Metro Area,Organization Number,Organization,Capability,Function 2,Career Level,Function,Function Name,Title,Training Type,Training Provider,Training Delivery Type,Training Location,Vendor Name,Conference Name,Course or Event Name,Certification Type,Certification Name,Is there a course with this certification?,Category,Activity,Support Group,Business Justification,What % of the conference is business development?,Training Hours,Travel Required,Certification Fee,Conference Fee,Course Fee,Vendor Charge
2252,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,Should not have been approved,Low hours - do on own time,TAS TDL Emerging Technology Approval Group,Career growth,,1.0,No,0.0,0,0.0,0
2253,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,Should not have been approved,Low hours - do on own time,TAS TDL Emerging Technology Approval Group,Career growth,,1.0,No,0.0,0,0.0,0
2254,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,Should not have been approved,Low hours - do on own time,TAS TDL Emerging Technology Approval Group,Current project/role,,1.0,No,0.0,0,0.0,0
2255,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,Should not have been approved,Low hours - do on own time,TAS TDL Emerging Technology Approval Group,Career growth,,1.0,No,0.0,0,0.0,0
2256,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,Should not have been approved,Low hours - do on own time,TAS TDL Emerging Technology Approval Group,Current project/role,,2.0,No,0.0,0,0.0,0
2257,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,SAP,SAP Learning Hub,TAS TDSADC Custom Approval Group,Career growth,,0.0,No,0.0,0,0.0,0
2258,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Salesforce,,,Renew,Salesforce Certified Admin,No,Cert renewal,Salesforce,TAS TDSADC Custom Approval Group,Current project/role,,1.0,No,100.0,0,0.0,0
2259,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Salesforce,,,Renew,Salesforce Certified Administrator,No,Cert renewal,Salesforce,TAS TDSADC Custom Approval Group,Current project/role,,0.0,No,100.0,0,0.0,0
2260,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Salesforce,,,Renew,Salesforce Certified App Builder,No,Cert renewal,Salesforce,TAS TDSADC Custom Approval Group,Current project/role,,1.0,No,100.0,0,0.0,0
2261,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Salesforce,,,Renew,Salesforce Certified Force.com Developer,No,Cert renewal,Salesforce,TAS TDSADC Custom Approval Group,Current project/role,,0.0,No,100.0,0,0.0,0
2262,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Salesforce,,,Renew,Salesforce Developer Certification,No,Cert renewal,Salesforce,TAS TDSADC Custom Approval Group,Other,,1.0,No,100.0,0,0.0,0
2263,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,7,TD,Technology Delivery,Client Data Protection  -  Technology Delivery  -  Accenture,Client Data Protection,Accenture,Virtual,,,,,,,,ACN/AFS Curriculum,CDP,TAS TDSADC Custom Approval Group,Current project/role,,6.0,No,0.0,0,0.0,0
2264,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,ServiceNow,,,,,,ServiceNow,SNOW Sys Admin,TAS TDSADC Custom Approval Group,Current project/role,,16.0,No,0.0,0,1595.0,0
2265,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,ServiceNow,,,,,,ServiceNow,SNOW Sys Admin,TAS TDSADC Custom Approval Group,Other,,16.0,No,0.0,0,1595.0,0
2266,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,ServiceNow,,,,,,ServiceNow,SNOW Sys Admin,TAS TDSADC Custom Approval Group,Career growth,,16.0,No,0.0,0,1595.0,0
2267,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Service Now,,,New,,No,ServiceNow,SNOW Sys Admin,TAS TDSADC Custom Approval Group,Career growth,,16.0,No,0.0,0,1595.0,0
2268,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,13,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,ServiceNow,,,,,,ServiceNow,SNOW Sys Admin,TAS TDSADC Custom Approval Group,Current project/role,,16.0,No,0.0,0,1595.0,0
2269,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,ServiceNow,,,,,,ServiceNow,SNOW Sys Admin,TAS TDSADC Custom Approval Group,Career growth,,16.0,No,0.0,0,1595.0,0
2270,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,Should not have been approved,Low hours - do on own time,TAS TDL Emerging Technology Approval Group,Current project/role,,1.0,No,0.0,0,0.0,0
2271,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1855.0,0
2272,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1855.0,0
2273,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1855.0,0
2274,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1855.0,0
2275,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1855.0,0
2276,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1855.0,0
2277,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1855.0,0
2278,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1855.0,0
2279,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture 7050 Fairgrounds Parkway San Antonio, TX 78238,Room#W127",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1670.0,0
2280,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture 7050 Fairgrounds Parkway San Antonio, TX 78238,Room#W127",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1670.0,0
2281,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture 7050 Fairgrounds Parkway San Antonio, TX 78238,Room#W127",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1670.0,0
2282,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture 7050 Fairgrounds Parkway San Antonio, TX 78238,Room#W127",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1670.0,0
2283,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture 7050 Fairgrounds Parkway San Antonio, TX 78238,Room#W127",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1670.0,0
2284,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture 7050 Fairgrounds Parkway San Antonio, TX 78238,Room#W127",,,,,,,Entry Level,Java,,,,104.0,No,0.0,0,1670.0,0
2285,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,SW Development Fundamentals,,,,24.0,No,0.0,0,320.0,0
2286,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,SW Development Fundamentals,,,,24.0,No,0.0,0,320.0,0
2287,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,SW Development Fundamentals,,,,24.0,No,0.0,0,320.0,0
2288,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,SW Development Fundamentals,,,,24.0,No,0.0,0,320.0,0
2289,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,13,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,SW Development Fundamentals,,,,24.0,No,0.0,0,320.0,0
2290,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,13,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,SW Development Fundamentals,,,,24.0,No,0.0,0,320.0,0
2291,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,SW Development Fundamentals,,,,24.0,No,0.0,0,320.0,0
2292,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,SAP,SuccessFactors Shadowing,TAS TDSADC Custom Approval Group,Upcoming project/role,,210.0,No,0.0,0,0.0,0
2293,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,,,,,,,Tech Arch,Tech Arch School,TAS TDSADC Custom Approval Group,Current project/role,,43.0,Yes,0.0,0,0.0,0
2294,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,"Austin, TX",,,,New,,,Tech Arch,Tech Arch School,TAS TDSADC Custom Approval Group,Career growth,,43.0,Yes,0.0,0,0.0,0
2295,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,Austin,,,,,,,Tech Arch,Tech Arch School,TAS TDSADC Custom Approval Group,Career growth,,40.0,Yes,0.0,0,0.0,0
2296,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,SW Development Fundamentals,,,,24.0,No,0.0,0,320.0,0
2297,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,SW Development Fundamentals,,,,24.0,No,0.0,0,70.0,0
2298,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,12,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,SW Development Fundamentals,,,,24.0,No,0.0,0,70.0,0
2299,MyLearning,,01.01.207.102,TDSADC Custom,Custom,TDSADC,13,TD,Technology Delivery,,Entry Level,Accenture,Classroom,"?Accenture, 7050 Fairgrounds Parkway, San Antonio, TX 78238",,,,,,,Entry Level,SW Development Fundamentals,,,,24.0,No,0.0,0,70.0,0
2300,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,Irving TX,,,,,,,Tech Arch,Tech Arch School,TAS TDSADC Custom Approval Group,Career growth,,40.0,Yes,0.0,0,0.0,0
2301,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.102,TDSADC Custom,Custom,TDSADC,6,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,Austin Texas,,,,New,Tech Arch School,Yes,Tech Arch,Tech Arch School,TAS TDSADC Custom Approval Group,Current project/role,,40.0,Yes,0.0,0,0.0,0
2302,MyLearning,,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,11,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,The Pearl Stable,,,,,,,I&D,IWD - Intl Women's Day,,,,8.0,No,0.0,0,0.0,0
2303,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.108,TDSADC SAP,SAP,TDSADC,7,TD,Technology Delivery,Conference  -  Technology Delivery  -  Vendor,Conference,Vendor,,"Las Vegas, NV",SAP,SAP TechEd 2016,,,,,SAP,Conf - SAP TechED,TAS TDSADC SAP Approval Group,Current project/role,0.0,40.0,Yes,0.0,0,0.0,0
2304,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,6,TD,Technology Delivery,Client Data Protection  -  Technology Delivery  -  Accenture,Client Data Protection,Accenture,Classroom,,,,,,,,ACN/AFS Curriculum,CDP,TAS TDSADC Emerging Tech Approval Group,Accenture curriculum,,4.0,No,0.0,0,0.0,0
2305,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,,,,New,:  ICAgile Certified Professional (ICP),Yes,Agile,AWF (Agile Way Fundamentals),TAS TDSADC Emerging Tech Approval Group,Current project/role,,24.0,No,0.0,0,0.0,0
2306,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,,,,New,ICAgile Certified Professional (ICP),Yes,Agile,AWF (Agile Way Fundamentals),TAS TDSADC Emerging Tech Approval Group,Upcoming project/role,,24.0,No,0.0,0,0.0,0
2307,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,,,,New,ICAgile Certified Professional (ICP),Yes,Agile,AWF (Agile Way Fundamentals),TAS TDSADC Emerging Tech Approval Group,Current project/role,,24.0,No,0.0,0,0.0,0
2308,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,,,,New,DevOps academy,No,Agile,DevOps Academy,TAS TDSADC Emerging Tech Approval Group,Current project/role,,16.0,No,0.0,0,0.0,0
2309,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,SALESFORCE,,,New,SalesForce App Builder,No,Cert exam,SalesForce,TAS TDSADC Emerging Tech Approval Group,Current project/role,,1.0,No,100.0,0,0.0,0
2310,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,12,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,New,AWS Certified Solutions Architect - Associate,Yes,Cloud,AWS Certification,TAS TDSADC Emerging Tech Approval Group,Career growth,,0.0,No,0.0,0,58.0,0
2311,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,6,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,ScrumAlliance,,,Renew,CSM,Yes,Cert renewal,Certified Scrum Master,TAS TDSADC Emerging Tech Approval Group,Current project/role,,0.0,No,100.0,0,0.0,0
2312,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,ServiceNow,,,,,,ServiceNow,SNOW GRC,TAS TDSADC Emerging Tech Approval Group,Current project/role,,16.0,No,0.0,0,1595.0,0
2313,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,ServiceNow,,,,,,ServiceNow,SNOW Perf Analytics for Admin,TAS TDSADC Emerging Tech Approval Group,Upcoming project/role,,16.0,No,0.0,0,1595.0,0
2314,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,ServiceNow,,,,,,ServiceNow,SNOW Perf Analytics for Admin,TAS TDSADC Emerging Tech Approval Group,Upcoming project/role,,16.0,No,0.0,0,1595.0,0
2315,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,,,,,,,ACN/AFS Curriculum,Innovating in the new,TAS TDSADC Emerging Tech Approval Group,Accenture curriculum,,3.0,No,0.0,0,0.0,0
2316,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,servicenow,,,,,,ServiceNow,SNOW Perf Analytics for Admin,TAS TDSADC Emerging Tech Approval Group,Current project/role,,16.0,No,0.0,0,1595.0,0
2317,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Scaled Agile Inc,,,Renew,SAFe 4.0,No,Cert renewal,SAFe Agilist,TAS TDSADC Emerging Tech Approval Group,Other,,0.0,No,895.0,0,0.0,0
2318,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Salesforce,,,Renew,Salesforce Salescloud Certification,No,Cert renewal,Salesforce,TAS TDSADC Emerging Tech Approval Group,Current project/role,,0.0,No,200.0,0,0.0,0
2319,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.104,TDSADC Emerging Tech,Emerging Tech,TDSADC,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Custom Development,Testing,TAS TDSADC Emerging Tech Approval Group,Upcoming project/role,,40.0,No,0.0,0,0.0,0
2320,MyLearning,,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,9,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,"Leesburg, Virginia National Conference Center",,,,,,,I&D,Driving Stronger Performance,,,,16.0,No,0.0,0,2250.0,0
2321,MyLearning,,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,The Pearl Stable,,,,,,,I&D,IWD - Intl Women's Day,,,,8.0,No,0.0,0,0.0,0
2322,MyLearning,,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,The Pearl Stable,,,,,,,I&D,IWD - Intl Women's Day,,,,8.0,No,0.0,0,0.0,0
2323,MyLearning,,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,10,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,The Pearl Stable,,,,,,,I&D,IWD - Intl Women's Day,,,,8.0,No,0.0,0,0.0,0
2324,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDSADC Infrastructure Approval Group,Accenture curriculum,,50.5,No,0.0,0,0.0,0
2325,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDSADC Infrastructure Approval Group,Accenture curriculum,,50.5,No,0.0,0,0.0,0
2326,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,,,,,,,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDSADC Infrastructure Approval Group,Accenture curriculum,,50.5,No,0.0,0,0.0,0
2327,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Linux Academy,,,Renew,AWS - Certified Solution Architect - Associate Level,Yes,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Current project/role,,1.5,No,75.0,0,0.0,0
2328,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,Linux Academy,,,,,,Cloud,AWS Certification,TAS TDSADC Infrastructure Approval Group,Career growth,,0.0,No,0.0,0,229.0,0
2329,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,SANS Institute,,,New,GIAC GMON,Yes,Cert exam,(SECR) GMON - GIAC Continuous Monitoring & Security Ops,TAS TDSADC Infrastructure Approval Group,Career growth,,3.0,No,689.0,0,0.0,0
2330,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Comptia,,,New,CMSY0401 - Security +,No,Cert exam,(SECR) Security+,TAS TDSADC Infrastructure Approval Group,Current project/role,,1.5,No,386.0,0,0.0,0
2331,TAS,San Antonio AFS 7050 Fairgrounds,01.01.207.109,TDSADC Infrastructure,Infracstructure,TDSADC,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,CompTIA,,,New,CompTIA Security +,No,Cert exam,(SECR) Security+,TAS TDSADC Infrastructure Approval Group,Career growth,,1.5,No,200.0,0,0.0,0
